Individual{TOC=8032.498837483776, NV=17}
Individual{TOC=5888.664702674759, NV=37}
Individual{TOC=5625.851604455757, NV=62}
Individual{TOC=7159.219333770215, NV=23}
Individual{TOC=6600.082859367212, NV=28}
Individual{TOC=5859.257919355858, NV=40}
Individual{TOC=5957.446488346889, NV=34}
Individual{TOC=5871.712715377724, NV=38}
Individual{TOC=5708.508833815698, NV=41}
Individual{TOC=5631.740773166506, NV=51}
Individual{TOC=5546.991878906419, NV=67}
Individual{TOC=7273.418879706689, NV=21}
Individual{TOC=6088.462559040505, NV=32}
Individual{TOC=6546.522630988986, NV=31}
Individual{TOC=5657.781207640084, NV=48}
runTime = 12909.079404ms
