Individual{TOC=6635.929869250789, NV=35}
Individual{TOC=6963.294402320756, NV=27}
Individual{TOC=6649.38190338419, NV=34}
Individual{TOC=6547.842889901533, NV=36}
Individual{TOC=6866.910346233538, NV=28}
Individual{TOC=6537.7825849864175, NV=45}
Individual{TOC=6386.033981244167, NV=53}
Individual{TOC=8649.622370854066, NV=22}
Individual{TOC=8117.110346436391, NV=23}
Individual{TOC=7322.2309322804285, NV=24}
Individual{TOC=7152.9846377381145, NV=26}
Individual{TOC=6664.91235469004, NV=32}
Individual{TOC=6479.408814055739, NV=50}
runTime = 7756.243925ms
