Individual{TOC=5770.7764817680245, NV=38}
Individual{TOC=5505.898926467396, NV=57}
Individual{TOC=7858.17549372405, NV=20}
Individual{TOC=8268.99643865512, NV=18}
Individual{TOC=6502.404297366922, NV=25}
Individual{TOC=6232.628634668722, NV=27}
Individual{TOC=5939.49763893947, NV=33}
Individual{TOC=5558.3747347004555, NV=50}
Individual{TOC=6171.134581421803, NV=30}
Individual{TOC=6421.02625084208, NV=26}
Individual{TOC=5578.282991036496, NV=47}
Individual{TOC=6788.967873002831, NV=24}
Individual{TOC=7081.931073934081, NV=21}
Individual{TOC=6865.496246480653, NV=22}
Individual{TOC=8017.77820035854, NV=19}
Individual{TOC=5819.207132878383, NV=36}
Individual{TOC=5611.486210427074, NV=43}
runTime = 8337.160622ms
