Individual{TOC=4877.610881621739, NV=15}
Individual{TOC=4748.706659479837, NV=18}
Individual{TOC=4999.039654785229, NV=12}
Individual{TOC=5247.658769713646, NV=11}
Individual{TOC=4833.832202831543, NV=16}
Individual{TOC=4417.2305671506265, NV=33}
Individual{TOC=4540.354275400739, NV=24}
Individual{TOC=4434.109240170183, NV=32}
Individual{TOC=4462.33702809644, NV=27}
Individual{TOC=4670.759213996165, NV=20}
Individual{TOC=4688.802529741886, NV=19}
Individual{TOC=5427.737043234751, NV=10}
Individual{TOC=5516.013016761492, NV=9}
Individual{TOC=4935.319796876431, NV=14}
runTime = 1234960.543886ms
