Individual{TOC=3327.164750204546, NV=12}
Individual{TOC=3188.508947305616, NV=13}
Individual{TOC=3090.995139766926, NV=14}
Individual{TOC=3090.995139766926, NV=14}
Individual{TOC=3090.995139766926, NV=14}
Individual{TOC=3029.2537257822664, NV=15}
Individual{TOC=2960.0013332470057, NV=16}
Individual{TOC=2960.0013332470057, NV=16}
Individual{TOC=2960.0013332470057, NV=16}
Individual{TOC=2853.6696342551263, NV=20}
Individual{TOC=2803.1769892576513, NV=23}
Individual{TOC=2784.2370486700656, NV=31}
Individual{TOC=2774.239089395016, NV=32}
runTime = 58863.628698ms
