Individual{TOC=4598.50937531628, NV=8}
Individual{TOC=4281.337827277538, NV=9}
Individual{TOC=4027.736953818831, NV=10}
Individual{TOC=3924.547886081081, NV=11}
Individual{TOC=3822.7654359687585, NV=12}
Individual{TOC=3774.955513611388, NV=13}
Individual{TOC=3650.6737047678253, NV=14}
Individual{TOC=3517.4515722370056, NV=15}
Individual{TOC=3517.4515722370056, NV=15}
Individual{TOC=3445.880356573659, NV=16}
Individual{TOC=3422.7305671676877, NV=17}
Individual{TOC=3262.5659332386317, NV=18}
Individual{TOC=3202.17085369895, NV=23}
runTime = 32083.401437ms
