Individual{TOC=5511.774328225259, NV=20}
Individual{TOC=6000.318410342815, NV=13}
Individual{TOC=4963.170745731488, NV=26}
Individual{TOC=5852.941369517252, NV=14}
Individual{TOC=4742.127696335384, NV=35}
Individual{TOC=4838.516667386498, NV=30}
Individual{TOC=5264.58163807555, NV=21}
Individual{TOC=5765.116860450151, NV=15}
Individual{TOC=5084.183077348187, NV=24}
Individual{TOC=4928.856495339184, NV=27}
Individual{TOC=5671.314387485604, NV=18}
Individual{TOC=5140.623179393906, NV=22}
Individual{TOC=4986.872868421433, NV=25}
runTime = 1215793.120526ms
