Individual{TOC=6640.622619828246, NV=62}
Individual{TOC=8255.23401470184, NV=30}
Individual{TOC=6264.38461683388, NV=83}
Individual{TOC=9934.12898529009, NV=19}
Individual{TOC=6911.498440478445, NV=52}
Individual{TOC=6731.314416607708, NV=60}
Individual{TOC=6385.817859111295, NV=64}
Individual{TOC=6377.8529465953525, NV=70}
Individual{TOC=9017.234804961034, NV=21}
Individual{TOC=7536.946936817106, NV=36}
Individual{TOC=7283.156270299259, NV=41}
Individual{TOC=6175.463912856748, NV=89}
Individual{TOC=9160.748351360975, NV=20}
Individual{TOC=8771.009308256214, NV=27}
Individual{TOC=6925.21024376991, NV=50}
Individual{TOC=7100.520300976948, NV=47}
runTime = 12656.951107ms
