Individual{TOC=16152.396726860561, NV=38}
Individual{TOC=15324.678191570682, NV=66}
Individual{TOC=17812.44526552781, NV=35}
Individual{TOC=16748.840669791643, NV=36}
Individual{TOC=16438.308406103763, NV=37}
Individual{TOC=15407.135058526148, NV=64}
Individual{TOC=15420.98537552636, NV=58}
Individual{TOC=15708.786899509892, NV=53}
Individual{TOC=15801.46161790708, NV=45}
Individual{TOC=15969.068999251458, NV=43}
Individual{TOC=16038.020188631417, NV=40}
Individual{TOC=15628.776276142462, NV=57}
Individual{TOC=15320.246147946733, NV=69}
runTime = 1355361.902954ms
