Iteration,NV,TOC
1,21,5247.824329
1,21,5247.824329
1,22,5070.992969
1,23,5043.929682
1,26,4702.550191
1,31,4658.514141
1,32,4502.053885
1,35,4480.981819
1,37,4449.821887
1,40,4435.347242
1,41,4276.844916
1,44,4165.127801
2,21,5247.824329
2,21,5247.824329
2,21,5247.824329
2,21,5247.824329
2,22,5070.992969
2,22,5070.992969
2,23,5043.929682
2,23,5043.929682
2,26,4702.550191
2,26,4702.550191
2,31,4658.514141
2,31,4658.514141
2,32,4502.053885
2,32,4502.053885
2,35,4480.981819
2,35,4480.981819
2,37,4449.821887
2,37,4449.821887
2,40,4435.347242
2,40,4435.347242
2,41,4276.844916
2,41,4276.844916
2,42,4102.263736
3,21,5247.824329
3,21,5247.824329
3,21,5247.824329
3,21,5247.824329
3,21,5247.824329
3,21,5247.824329
3,22,5070.992969
3,22,5070.992969
3,22,5070.992969
3,23,5043.929682
3,23,5043.929682
3,23,5043.929682
3,26,4702.550191
3,26,4702.550191
3,26,4702.550191
3,29,4694.777787
3,31,4658.514141
3,31,4658.514141
3,31,4658.514141
3,32,4502.053885
3,32,4502.053885
3,32,4502.053885
3,35,4480.981819
3,35,4480.981819
3,35,4480.981819
3,37,4449.821887
3,37,4449.821887
3,37,4449.821887
3,40,4435.347242
3,40,4435.347242
3,40,4435.347242
3,41,4276.844916
3,41,4276.844916
3,41,4276.844916
3,41,4276.844916
3,42,4102.263736
3,42,4102.263736
4,21,5247.824329
4,21,5247.824329
4,21,5247.824329
4,21,5247.824329
4,21,5247.824329
4,21,5247.824329
4,21,5247.824329
4,21,5247.824329
4,22,5070.992969
4,22,5070.992969
4,22,5070.992969
4,22,5070.992969
4,23,5043.929682
4,23,5043.929682
4,23,5043.929682
4,23,5043.929682
4,25,4986.182689
4,26,4702.550191
4,26,4702.550191
4,26,4702.550191
4,26,4702.550191
4,29,4694.777787
4,29,4694.777787
4,31,4568.823356
4,32,4502.053885
4,32,4502.053885
4,32,4502.053885
4,32,4502.053885
4,34,4459.948880
4,37,4449.821887
4,37,4449.821887
4,37,4449.821887
4,37,4449.821887
4,38,4322.763908
4,41,4276.844916
4,41,4276.844916
4,41,4276.844916
4,41,4276.844916
4,41,4276.844916
4,41,4276.844916
4,42,4102.263736
4,42,4102.263736
4,42,4102.263736
5,21,5247.824329
5,21,5247.824329
5,21,5247.824329
