Individual{TOC=14554.989555799108, NV=42}
Individual{TOC=13279.620108246438, NV=65}
Individual{TOC=13691.01754109901, NV=45}
Individual{TOC=15914.456546453803, NV=36}
Individual{TOC=15656.902493847674, NV=39}
Individual{TOC=15478.76863763325, NV=40}
Individual{TOC=15454.24040893923, NV=41}
Individual{TOC=13344.036887661674, NV=52}
Individual{TOC=13564.219900685404, NV=48}
Individual{TOC=13596.275355628659, NV=46}
Individual{TOC=15874.105317782629, NV=37}
Individual{TOC=15732.085492789165, NV=38}
Individual{TOC=13706.977934917453, NV=43}
runTime = 2215533.395003ms
