Individual{TOC=11462.146111334638, NV=21}
Individual{TOC=8683.73302495111, NV=27}
Individual{TOC=10628.200305660655, NV=24}
Individual{TOC=7019.460089674521, NV=36}
Individual{TOC=6435.799877602856, NV=46}
Individual{TOC=5709.377688899659, NV=54}
Individual{TOC=7598.960359406493, NV=30}
Individual{TOC=5852.083294097447, NV=52}
Individual{TOC=5672.4792184389125, NV=61}
Individual{TOC=5603.339777809823, NV=67}
Individual{TOC=8171.266181316328, NV=28}
Individual{TOC=6910.520937876261, NV=39}
Individual{TOC=6570.307076221421, NV=42}
Individual{TOC=5871.018579478729, NV=47}
Individual{TOC=5839.294835303496, NV=53}
runTime = 15605.100517ms
