Individual{TOC=4672.097962509806, NV=22}
Individual{TOC=4622.148874272044, NV=23}
Individual{TOC=4989.5320830850915, NV=16}
Individual{TOC=4570.99477204946, NV=26}
Individual{TOC=4601.966173621117, NV=25}
Individual{TOC=4710.689326084299, NV=21}
Individual{TOC=4899.075063399025, NV=17}
Individual{TOC=5076.700464833607, NV=15}
Individual{TOC=5951.3371219188375, NV=11}
Individual{TOC=5712.940337709694, NV=12}
Individual{TOC=4820.38065447275, NV=18}
Individual{TOC=5704.561583308376, NV=14}
runTime = 2465436.653779ms
