Individual{TOC=7080.568147207056, NV=38}
Individual{TOC=7472.508249752657, NV=32}
Individual{TOC=7026.735708019993, NV=39}
Individual{TOC=8298.345852717195, NV=24}
Individual{TOC=8049.176019842468, NV=29}
Individual{TOC=7164.357362954937, NV=37}
Individual{TOC=7258.335993964631, NV=34}
Individual{TOC=6873.913523549852, NV=40}
Individual{TOC=9094.434930728234, NV=19}
Individual{TOC=6378.930552494998, NV=51}
Individual{TOC=6478.729117808278, NV=45}
Individual{TOC=6764.560260611412, NV=42}
Individual{TOC=8568.320164225886, NV=20}
Individual{TOC=8054.698349834874, NV=28}
Individual{TOC=7545.486243708002, NV=30}
Individual{TOC=6422.480487972425, NV=50}
Individual{TOC=6200.2778788906135, NV=52}
Individual{TOC=6061.551224620234, NV=54}
runTime = 11922.265692ms
