Individual{TOC=8093.41212854219, NV=14}
Individual{TOC=7337.712980220471, NV=16}
Individual{TOC=6062.97727451866, NV=24}
Individual{TOC=6181.523512527939, NV=22}
Individual{TOC=5942.044216654736, NV=25}
Individual{TOC=5823.99344166088, NV=30}
Individual{TOC=6745.581227337021, NV=18}
Individual{TOC=6084.04391559955, NV=23}
Individual{TOC=6894.717963143676, NV=17}
Individual{TOC=6255.416704992749, NV=20}
Individual{TOC=6210.643942560432, NV=21}
Individual{TOC=7567.123617503041, NV=15}
Individual{TOC=5832.938056221289, NV=29}
runTime = 1243865.368616ms
