Individual{TOC=4637.1983261243195, NV=21}
Individual{TOC=5038.9722070072985, NV=13}
Individual{TOC=4698.621492554792, NV=16}
Individual{TOC=4585.7365617501555, NV=25}
Individual{TOC=5571.631058431285, NV=11}
Individual{TOC=4780.331725139522, NV=15}
Individual{TOC=4613.618656309903, NV=22}
Individual{TOC=4585.542260765632, NV=26}
Individual{TOC=4516.195097912888, NV=27}
Individual{TOC=4678.800746862077, NV=17}
Individual{TOC=5207.671993186648, NV=12}
Individual{TOC=4836.048867108346, NV=14}
Individual{TOC=6297.704285052907, NV=10}
runTime = 2465429.053938ms
