Individual{TOC=7888.832686673079, NV=18}
Individual{TOC=5914.798191324454, NV=54}
Individual{TOC=7536.972094735794, NV=21}
Individual{TOC=6980.307000426397, NV=26}
Individual{TOC=9490.110797036232, NV=17}
Individual{TOC=7276.746005275363, NV=23}
Individual{TOC=6627.103260405895, NV=31}
Individual{TOC=6880.5587453786175, NV=29}
Individual{TOC=6574.786935076702, NV=35}
Individual{TOC=6319.752419474267, NV=41}
Individual{TOC=6353.755487196401, NV=40}
Individual{TOC=5736.832329861556, NV=64}
Individual{TOC=5791.238886959218, NV=63}
Individual{TOC=5699.103577098544, NV=68}
Individual{TOC=5988.496522596359, NV=46}
runTime = 13498.003124ms
