Individual{TOC=8045.36507513686, NV=31}
Individual{TOC=8626.882233451908, NV=28}
Individual{TOC=10952.991781015931, NV=26}
Individual{TOC=5766.05794985226, NV=42}
Individual{TOC=5861.5975584099415, NV=37}
Individual{TOC=7131.576908992745, NV=32}
Individual{TOC=8369.818755775079, NV=29}
Individual{TOC=5973.636880140215, NV=33}
Individual{TOC=5625.322029546746, NV=52}
Individual{TOC=5658.702596339269, NV=47}
Individual{TOC=5430.843065538566, NV=53}
Individual{TOC=10485.11502800801, NV=27}
runTime = 14669.032295ms
