Individual{TOC=5076.118746759065, NV=30}
Individual{TOC=5111.895945469594, NV=28}
Individual{TOC=5011.654009749004, NV=34}
Individual{TOC=5180.784072998202, NV=26}
Individual{TOC=5851.859152831778, NV=14}
Individual{TOC=5058.961001825258, NV=32}
Individual{TOC=5499.182117611932, NV=20}
Individual{TOC=5256.538205004166, NV=25}
Individual{TOC=5033.414454113536, NV=33}
Individual{TOC=5464.233893634035, NV=21}
Individual{TOC=5385.172789940221, NV=24}
Individual{TOC=5783.310131231442, NV=15}
runTime = 2868009.69656ms
