Individual{TOC=6401.514019222327, NV=11}
Individual{TOC=4803.135111004481, NV=24}
Individual{TOC=5018.690312409103, NV=15}
Individual{TOC=4820.899250144273, NV=22}
Individual{TOC=5400.909579196773, NV=12}
Individual{TOC=4858.280909005286, NV=21}
Individual{TOC=4780.785746100257, NV=25}
Individual{TOC=5092.532431115981, NV=13}
Individual{TOC=4902.914454596037, NV=18}
Individual{TOC=4919.0077936147245, NV=17}
Individual{TOC=4808.270736496525, NV=23}
Individual{TOC=4936.754340092769, NV=16}
runTime = 2225127.233543ms
