Individual{TOC=5438.44503671361, NV=16}
Individual{TOC=5358.259193615028, NV=18}
Individual{TOC=5309.542015865961, NV=19}
Individual{TOC=5023.670027306647, NV=33}
Individual{TOC=5290.878695969476, NV=20}
Individual{TOC=5764.558370508639, NV=11}
Individual{TOC=5020.266809396162, NV=37}
Individual{TOC=5128.06340127993, NV=26}
Individual{TOC=5659.410625162023, NV=13}
Individual{TOC=5072.801565861201, NV=27}
Individual{TOC=5492.2402108747265, NV=15}
Individual{TOC=5246.443341573635, NV=23}
runTime = 1943362.674582ms
