Individual{TOC=6930.736555466131, NV=32}
Individual{TOC=6682.077364861303, NV=36}
Individual{TOC=6194.889296582302, NV=57}
Individual{TOC=6224.212863242093, NV=56}
Individual{TOC=8609.41067686562, NV=23}
Individual{TOC=8950.518922029201, NV=22}
Individual{TOC=8160.971399023821, NV=24}
Individual{TOC=7704.289417981897, NV=25}
Individual{TOC=7411.728245304095, NV=26}
Individual{TOC=7217.759725257869, NV=29}
Individual{TOC=6977.1654601437795, NV=31}
Individual{TOC=6902.281880542494, NV=33}
Individual{TOC=6721.942946929497, NV=34}
Individual{TOC=6565.472303920353, NV=37}
Individual{TOC=6359.71560075196, NV=47}
runTime = 6980.512214ms
