Individual{TOC=6278.261023273896, NV=6}
Individual{TOC=5687.816792149485, NV=7}
Individual{TOC=4963.818535011974, NV=8}
Individual{TOC=4527.5788338769335, NV=9}
Individual{TOC=3785.5259798803904, NV=11}
Individual{TOC=3684.8819019971256, NV=12}
Individual{TOC=3300.4330984591397, NV=13}
Individual{TOC=3300.4330984591397, NV=13}
Individual{TOC=3201.280982135865, NV=14}
Individual{TOC=3143.6378185747617, NV=15}
Individual{TOC=3123.989534480895, NV=17}
Individual{TOC=2969.3318378056056, NV=19}
Individual{TOC=2877.044735387305, NV=27}
Individual{TOC=2849.627333119596, NV=31}
Individual{TOC=2833.2492896980225, NV=36}
Individual{TOC=2786.16577424128, NV=42}
Individual{TOC=2785.48271386752, NV=46}
runTime = 54702.009077ms
