Individual{TOC=2549.210411346427, NV=9}
Individual{TOC=2547.565961248038, NV=10}
Individual{TOC=2568.8669408660667, NV=8}
Individual{TOC=2568.8669408660667, NV=8}
Individual{TOC=2568.8669408660667, NV=8}
Individual{TOC=2568.8669408660667, NV=8}
Individual{TOC=2568.8669408660667, NV=8}
Individual{TOC=2568.8669408660667, NV=8}
Individual{TOC=2568.8669408660667, NV=8}
Individual{TOC=2568.8669408660667, NV=8}
Individual{TOC=2568.8669408660667, NV=8}
Individual{TOC=2568.8669408660667, NV=8}
Individual{TOC=2568.8669408660667, NV=8}
Individual{TOC=2568.8669408660667, NV=8}
Individual{TOC=2568.8669408660667, NV=8}
Individual{TOC=2531.714818511754, NV=11}
Individual{TOC=2568.8669408660667, NV=8}
Individual{TOC=2568.8669408660667, NV=8}
Individual{TOC=2568.8669408660667, NV=8}
Individual{TOC=2568.8669408660667, NV=8}
Individual{TOC=2568.8669408660667, NV=8}
Individual{TOC=2568.8669408660667, NV=8}
runTime = 88279.390662ms
