Individual{TOC=17204.396206509446, NV=51}
Individual{TOC=16508.127981238285, NV=57}
Individual{TOC=17571.80568884785, NV=48}
Individual{TOC=17288.888238504, NV=50}
Individual{TOC=16758.216619633266, NV=54}
Individual{TOC=17803.436516920337, NV=47}
Individual{TOC=19492.72719459965, NV=41}
Individual{TOC=19165.68060483711, NV=43}
Individual{TOC=19077.159463863027, NV=44}
Individual{TOC=14385.172822369377, NV=72}
Individual{TOC=19196.74723047534, NV=42}
Individual{TOC=18484.35090789607, NV=45}
Individual{TOC=16869.75348745885, NV=53}
Individual{TOC=14073.121605517588, NV=81}
Individual{TOC=14256.258255579023, NV=74}
Individual{TOC=14700.860600620303, NV=70}
Individual{TOC=14767.148621373815, NV=67}
Individual{TOC=15623.650075879985, NV=64}
Individual{TOC=16049.234774127093, NV=61}
Individual{TOC=16201.345876409192, NV=59}
Individual{TOC=18023.36254744468, NV=46}
Individual{TOC=14119.71216926312, NV=76}
Individual{TOC=14071.503616193218, NV=82}
runTime = 1081852.794765ms
