Individual{TOC=6124.391254839232, NV=52}
Individual{TOC=10114.39367914185, NV=21}
Individual{TOC=7876.24723078489, NV=32}
Individual{TOC=6895.223787782705, NV=44}
Individual{TOC=7047.819398814867, NV=42}
Individual{TOC=7685.754562003388, NV=35}
Individual{TOC=6167.415866846464, NV=51}
Individual{TOC=5897.192282183496, NV=55}
Individual{TOC=5837.640824181997, NV=59}
Individual{TOC=5730.814905126238, NV=62}
Individual{TOC=9758.898806209205, NV=22}
Individual{TOC=6457.9189906020265, NV=46}
Individual{TOC=6373.600120891188, NV=48}
Individual{TOC=6178.251894874327, NV=49}
Individual{TOC=5937.877652655446, NV=54}
Individual{TOC=11637.293879767307, NV=20}
Individual{TOC=5643.904892642205, NV=64}
Individual{TOC=8812.855339812255, NV=24}
Individual{TOC=7415.805454657566, NV=36}
Individual{TOC=7329.002349365548, NV=37}
Individual{TOC=8470.428195713659, NV=27}
runTime = 14838.197458ms
