Individual{TOC=8308.04541526323, NV=22}
Individual{TOC=7033.3678384271025, NV=28}
Individual{TOC=7614.332741067192, NV=26}
Individual{TOC=5980.335172435428, NV=38}
Individual{TOC=9074.763749353822, NV=20}
Individual{TOC=6238.459341435613, NV=34}
Individual{TOC=5885.0586426728805, NV=41}
Individual{TOC=11402.193441555848, NV=19}
Individual{TOC=7238.401846438392, NV=27}
Individual{TOC=6816.572819000102, NV=30}
Individual{TOC=6664.584022712641, NV=33}
Individual{TOC=5626.996649512007, NV=61}
Individual{TOC=5765.52791832781, NV=58}
Individual{TOC=8347.197984241984, NV=21}
Individual{TOC=7800.116735893865, NV=24}
Individual{TOC=6766.747824835949, NV=32}
Individual{TOC=6006.7487586772, NV=36}
Individual{TOC=5846.937402589226, NV=48}
Individual{TOC=5809.043194684831, NV=57}
Individual{TOC=5668.756069438087, NV=59}
runTime = 11508.292237ms
