Individual{TOC=6541.057205461875, NV=33}
Individual{TOC=7170.323726428347, NV=27}
Individual{TOC=6885.900001830201, NV=28}
Individual{TOC=5753.889785917305, NV=48}
Individual{TOC=5645.927132836468, NV=56}
Individual{TOC=5500.345281092251, NV=57}
Individual{TOC=5496.643282076196, NV=67}
Individual{TOC=8328.971521178042, NV=23}
Individual{TOC=8012.492160704322, NV=24}
Individual{TOC=6636.81572795456, NV=30}
Individual{TOC=6286.789911676151, NV=35}
Individual{TOC=5907.622576540586, NV=37}
Individual{TOC=6267.400817424991, NV=36}
runTime = 8717.628163ms
