Individual{TOC=7114.6434096506955, NV=26}
Individual{TOC=5183.9055846701485, NV=53}
Individual{TOC=5363.577584041018, NV=49}
Individual{TOC=5108.073180449014, NV=61}
Individual{TOC=5012.956949405219, NV=66}
Individual{TOC=8864.424716121868, NV=19}
Individual{TOC=5265.533232942205, NV=50}
Individual{TOC=6365.949734501224, NV=27}
Individual{TOC=6270.138954238457, NV=29}
Individual{TOC=5425.282951748527, NV=45}
Individual{TOC=5047.686165393823, NV=62}
Individual{TOC=5035.488661710078, NV=65}
Individual{TOC=7964.177972177407, NV=21}
Individual{TOC=5903.051241747204, NV=31}
Individual{TOC=5484.448423660713, NV=44}
Individual{TOC=5826.863177138868, NV=39}
runTime = 12377.059464ms
