Individual{TOC=7359.098607383341, NV=35}
Individual{TOC=7402.43797191477, NV=34}
Individual{TOC=8978.541137888853, NV=22}
Individual{TOC=9145.343594553005, NV=21}
Individual{TOC=10156.04903171077, NV=18}
Individual{TOC=10342.467616617696, NV=17}
Individual{TOC=9573.358484827804, NV=20}
Individual{TOC=6107.745653725356, NV=65}
Individual{TOC=6210.363544633044, NV=60}
Individual{TOC=6288.462316976606, NV=59}
Individual{TOC=6288.882224548153, NV=56}
Individual{TOC=6408.018231441551, NV=46}
Individual{TOC=6988.454450238043, NV=38}
Individual{TOC=9681.359474276156, NV=19}
Individual{TOC=7886.986325887725, NV=25}
Individual{TOC=8477.140746290888, NV=24}
Individual{TOC=7718.235490297463, NV=32}
Individual{TOC=6739.741771422487, NV=41}
runTime = 11785.416885ms
