Individual{TOC=6949.996293286908, NV=16}
Individual{TOC=5871.412097928546, NV=22}
Individual{TOC=5899.00584178502, NV=20}
Individual{TOC=5856.038778208121, NV=29}
Individual{TOC=5882.45945878763, NV=21}
Individual{TOC=5856.449393888412, NV=27}
Individual{TOC=7085.414670003885, NV=15}
Individual{TOC=5972.001784095909, NV=19}
Individual{TOC=7186.047109877644, NV=14}
Individual{TOC=6264.140912303482, NV=18}
Individual{TOC=6491.453980827553, NV=17}
Individual{TOC=5859.533473870764, NV=26}
runTime = 1369868.248023ms
