Individual{TOC=7071.595415333817, NV=12}
Individual{TOC=5726.570665941305, NV=24}
Individual{TOC=5739.822718291975, NV=21}
Individual{TOC=5682.070488210892, NV=26}
Individual{TOC=5753.482786035852, NV=20}
Individual{TOC=5864.844249205972, NV=15}
Individual{TOC=5787.190108599629, NV=19}
Individual{TOC=5640.255621554984, NV=28}
Individual{TOC=5977.371083219745, NV=13}
Individual{TOC=5628.180530835577, NV=30}
Individual{TOC=5661.932000327246, NV=27}
Individual{TOC=5736.2358245644045, NV=23}
runTime = 907401.367758ms
