Iteration,NV,TOC
1,6,1076.467967
1,7,1010.526521
1,8,981.606341
2,5,1291.093578
2,6,1045.854552
2,7,1010.526521
2,7,1010.526521
2,8,981.606341
3,5,1291.093578
3,6,1045.854552
3,7,1010.526521
3,7,1010.526521
3,8,981.606341
4,5,1291.093578
4,6,1045.854552
4,7,1010.526521
4,7,1010.526521
4,7,1010.526521
4,8,974.017482
5,5,1291.093578
5,6,1030.319571
5,7,965.594825
6,5,1291.093578
6,6,972.339998
6,7,960.591176
7,5,1291.093578
7,6,961.910042
7,7,952.880718
8,5,1291.093578
8,6,949.440551
9,5,1291.093578
9,6,937.358228
10,5,1291.093578
10,6,918.071020
10,6,918.071020
11,5,1179.948161
11,6,912.611210
12,5,1166.166622
12,6,912.611210
13,5,1049.768980
13,6,896.884238
14,5,1008.971548
14,6,896.884238
15,5,1007.455206
15,6,896.884238
16,5,990.881808
16,6,896.884238
17,5,986.812553
17,6,896.884238
18,5,920.392525
18,6,872.114012
19,5,910.413863
19,6,872.114012
20,5,910.413863
20,5,910.413863
20,5,910.413863
20,6,872.114012
21,5,903.879137
21,6,872.114012
22,5,903.879137
22,5,903.879137
22,6,872.114012
23,5,855.688719
24,5,855.688719
24,5,855.688719
25,5,855.688719
25,5,855.688719
26,5,849.598719
27,5,849.598719
27,5,849.598719
27,5,849.598719
27,5,849.598719
27,5,849.598719
28,5,849.598719
28,5,849.598719
28,5,849.598719
28,5,849.598719
28,5,849.598719
28,5,849.598719
28,5,849.598719
28,5,849.598719
28,5,849.598719
28,5,849.598719
28,5,849.598719
29,5,832.325419
30,5,832.325419
30,5,832.325419
30,5,832.325419
30,5,832.325419
31,5,832.325419
31,5,832.325419
31,5,832.325419
31,5,832.325419
31,5,832.325419
31,5,832.325419
31,5,832.325419
31,5,832.325419
31,5,832.325419
31,5,832.325419
31,5,832.325419
31,5,832.325419
32,5,832.325419
32,5,832.325419
32,5,832.325419
32,5,832.325419
32,5,832.325419
32,5,832.325419
32,5,832.325419
32,5,832.325419
32,5,832.325419
32,5,832.325419
32,5,832.325419
32,5,832.325419
32,5,832.325419
32,5,832.325419
32,5,832.325419
32,5,832.325419
32,5,832.325419
32,5,832.325419
32,5,832.325419
32,5,832.325419
32,5,832.325419
32,5,832.325419
32,5,832.325419
32,5,832.325419
32,6,824.210447
33,5,829.259577
33,6,824.210447
34,5,829.259577
34,5,829.259577
34,5,829.259577
34,5,829.259577
34,5,829.259577
34,5,829.259577
34,5,829.259577
34,5,829.259577
34,5,829.259577
34,6,824.210447
35,5,824.769102
35,6,824.210447
36,5,821.277882
36,5,821.277882
36,6,815.667690
36,7,815.441149
37,5,815.375358
38,5,815.375358
38,5,815.375358
38,5,815.375358
38,5,815.375358
38,5,815.375358
39,5,815.375358
39,5,815.375358
39,5,815.375358
39,5,815.375358
39,5,815.375358
39,5,815.375358
39,5,815.375358
39,5,815.375358
39,5,815.375358
39,5,815.375358
39,5,815.375358
39,5,815.375358
39,5,815.375358
39,5,815.375358
39,5,815.375358
40,5,815.116600
40,6,814.866060
41,5,815.116600
41,5,815.116600
41,5,815.116600
41,5,815.116600
41,5,815.116600
41,5,815.116600
41,5,815.116600
41,5,815.116600
41,5,815.116600
41,5,815.116600
41,5,815.116600
41,5,815.116600
41,6,807.856779
42,5,815.116600
42,5,815.116600
42,5,815.116600
42,5,815.116600
42,5,815.116600
42,5,815.116600
42,5,815.116600
42,5,815.116600
42,5,815.116600
