Individual{TOC=15919.55625068194, NV=38}
Individual{TOC=15421.110445566423, NV=40}
Individual{TOC=16246.086774291076, NV=37}
Individual{TOC=14451.737916454636, NV=48}
Individual{TOC=14581.399913236552, NV=47}
Individual{TOC=13983.2816023031, NV=60}
Individual{TOC=14034.308073923426, NV=55}
Individual{TOC=14171.191618803325, NV=53}
Individual{TOC=14284.778983015094, NV=51}
Individual{TOC=14730.620886318897, NV=44}
Individual{TOC=14849.624502194174, NV=42}
Individual{TOC=15419.219382411138, NV=41}
Individual{TOC=14416.537066340472, NV=49}
Individual{TOC=15550.607331328356, NV=39}
runTime = 1146237.722236ms
