Individual{TOC=5096.787096063125, NV=22}
Individual{TOC=5159.693537855987, NV=19}
Individual{TOC=5136.472842836964, NV=21}
Individual{TOC=5058.434917785093, NV=26}
Individual{TOC=5060.295749185743, NV=25}
Individual{TOC=5245.829266816402, NV=18}
Individual{TOC=5303.937818923098, NV=17}
Individual{TOC=5155.944645055963, NV=20}
Individual{TOC=5619.978508481245, NV=13}
Individual{TOC=6034.964393002687, NV=11}
Individual{TOC=5382.846281812826, NV=15}
Individual{TOC=5091.0740146702365, NV=23}
Individual{TOC=5567.480576610501, NV=14}
Individual{TOC=5343.0547618891715, NV=16}
Individual{TOC=5775.921534044334, NV=12}
runTime = 1658164.011643ms
