Individual{TOC=18351.040477474322, NV=51}
Individual{TOC=18812.524115927914, NV=47}
Individual{TOC=19017.413717440133, NV=43}
Individual{TOC=20119.658407187882, NV=35}
Individual{TOC=19008.96788051609, NV=44}
Individual{TOC=18338.416523830703, NV=52}
Individual{TOC=19209.370028934423, NV=40}
Individual{TOC=19369.32877218051, NV=39}
Individual{TOC=19470.74197375719, NV=38}
Individual{TOC=18651.487860603134, NV=49}
Individual{TOC=20365.62863928269, NV=34}
Individual{TOC=18554.297314187424, NV=50}
Individual{TOC=19849.978733026976, NV=36}
Individual{TOC=19835.0228720438, NV=37}
runTime = 1804305.043561ms
