Individual{TOC=4412.122323426502, NV=31}
Individual{TOC=6113.49101380691, NV=10}
Individual{TOC=5124.195018797644, NV=13}
Individual{TOC=4428.189508107684, NV=27}
Individual{TOC=6007.167731961138, NV=11}
Individual{TOC=4923.257757139754, NV=15}
Individual{TOC=4694.941532858794, NV=18}
Individual{TOC=5353.183984011308, NV=12}
Individual{TOC=4447.6285896544705, NV=26}
Individual{TOC=4562.460827259898, NV=24}
Individual{TOC=4762.8063706488065, NV=16}
Individual{TOC=5081.068912054879, NV=14}
Individual{TOC=4577.949223262745, NV=23}
Individual{TOC=4593.712247970614, NV=21}
Individual{TOC=4747.312747800153, NV=17}
runTime = 1807941.894001ms
