Individual{TOC=5827.300758422739, NV=50}
Individual{TOC=5784.863085472141, NV=51}
Individual{TOC=5760.629943074217, NV=53}
Individual{TOC=8055.7761195784415, NV=17}
Individual{TOC=6422.4785908835565, NV=28}
Individual{TOC=6396.937052396957, NV=31}
Individual{TOC=7226.616867781107, NV=19}
Individual{TOC=6824.288412715693, NV=20}
Individual{TOC=6649.484394380218, NV=25}
Individual{TOC=6525.925473372263, NV=27}
Individual{TOC=6149.755641994703, NV=32}
Individual{TOC=5930.438503574997, NV=35}
Individual{TOC=5834.742461018997, NV=46}
runTime = 10611.152111ms
