Individual{TOC=6157.49290822042, NV=35}
Individual{TOC=10393.482331246094, NV=17}
Individual{TOC=5453.184964934855, NV=51}
Individual{TOC=5803.732671740184, NV=36}
Individual{TOC=6272.163277627713, NV=34}
Individual{TOC=6498.286930617151, NV=29}
Individual{TOC=7855.228547681791, NV=20}
Individual{TOC=6952.666942585897, NV=27}
Individual{TOC=7200.959437126593, NV=26}
Individual{TOC=8709.281990708361, NV=18}
Individual{TOC=7455.922284929578, NV=23}
Individual{TOC=7304.088275304196, NV=24}
Individual{TOC=6276.303969924907, NV=31}
Individual{TOC=5553.662758794535, NV=42}
Individual{TOC=5675.048034910215, NV=41}
runTime = 11336.863777ms
