Individual{TOC=5667.58097532502, NV=46}
Individual{TOC=6886.280234646631, NV=20}
Individual{TOC=5583.39078545058, NV=52}
Individual{TOC=7718.335798925877, NV=16}
Individual{TOC=6631.686627835207, NV=24}
Individual{TOC=6286.66693205035, NV=26}
Individual{TOC=5713.769996632961, NV=39}
Individual{TOC=5947.779095620639, NV=33}
Individual{TOC=5692.952804178175, NV=40}
Individual{TOC=5777.192395887327, NV=36}
Individual{TOC=8014.215851240642, NV=15}
Individual{TOC=6071.352431749776, NV=29}
Individual{TOC=7488.683423969584, NV=17}
runTime = 12510.005659ms
