Individual{TOC=2960.7577172702886, NV=8}
Individual{TOC=2817.118265751481, NV=9}
Individual{TOC=2771.362302389424, NV=10}
Individual{TOC=2759.9819273597886, NV=12}
Individual{TOC=2759.9819273597886, NV=12}
Individual{TOC=2757.991559750084, NV=13}
Individual{TOC=2757.991559750084, NV=13}
Individual{TOC=2633.082469655225, NV=14}
Individual{TOC=2627.6805110446753, NV=15}
Individual{TOC=2627.6805110446753, NV=15}
Individual{TOC=2627.6805110446753, NV=15}
Individual{TOC=2597.979119090735, NV=17}
Individual{TOC=2597.979119090735, NV=17}
Individual{TOC=2577.1424741291057, NV=19}
Individual{TOC=2573.1156211167067, NV=25}
Individual{TOC=2542.520747303903, NV=26}
runTime = 75073.40708ms
